769,8 / (-4.4 / 5.9),-10.7272727273
770,(33 + 1.4) - -4.8,39.2
771,48 * (3.6 * -30),-5184
772,-11 * (-1 - -22),-231
773,(2.2 - 23) - -18,-2.8
774,-40 * 9.3,-372
775,-12 * 5.2,-62.4
776,-5.8 * (-21 / -0.5),-243.6
777,-26 * (-1 - -19),-468
778,(27 + -42) - -8.4,-6.6
779,-20 / 17,-1.1764705882
780,-14 * (-39 / 35),15.6
781,17 + -37,-20
782,-34 * -9,306
783,19 / (-0.9 - -1.8),21.1111111111
784,21 - 5.1,15.9
785,24 - (-25 / 8.6),26.9069767442
786,(-6.1 * -0.7) / -5.8,-0.7362068966
787,-11 - (13 - 4),-20
788,(-42 - 19) / 12,-5.0833333333
789,(-32 / 22) - -1.6,0.1454545455
790,-3.8 / (5.4 / -8),5.6296296296
791,(4.7 * 26) / -8,-15.275
792,(9.5 * -45) + -28,-455.5
793,(-20 + -29) - 31,-80
794,(5 * 4.5) - 30,-7.5
795,(12 - -40) / 6.8,7.6470588235
796,-1.4 / -7.4,0.1891891892
797,11 + (9.9 + 35),55.9
798,4 * (9.8 / 15),2.6133333333
799,9.5 - (19 / 6.7),6.6641791045
800,(-35 * -28) - -37,1017
801,(-5.2 * 11) / -24,2.3833333333
802,3 - -1,4
803,-18 * (21 / 9),-42
804,-48 - (-17 + 24),-55
805,2.4 + (-3 / -40),2.475
806,6.2 / (-47 + -41),-0.0704545455
807,-48 - (-6.3 / 21),-47.7
808,42 / 34,1.2352941176
809,33 / 50,0.66
810,-5.1 + (0.1 * 36),-1.5
811,-5.1 - -5.1,0
812,47 / (45 - 20),1.88
813,(31 + -35) - 3,-7
814,-45 * 45,-2025
815,33 + 2.2,35.2
816,8.9 / -0.8,-11.125
817,(1.8 * 33) + -6.7,52.7
818,-2 * -5.3,10.6
819,28 * (-1.7 / 6.2),-7.6774193548
820,(7.7 * 3.4) / -8.4,-3.1166666667
821,(-8.4 + 14) / -39,-0.1435897436
822,(-12 * -42) / 29,17.3793103448
823,-26 * (19 + -23),104
824,-28 - (17 + -16),-29
825,(-2.5 * -29) - -9,81.5
826,-2 * (-44 - 14),116
827,-6.8 * 9.9,-67.32
828,(6.4 + -7.1) / -21,0.0333333333
829,15 - 29,-14
830,(8.1 - 6.8) + 8,9.3
831,(2.3 - -15) - 9,8.3
832,-9 - 1.1,-10.1
833,(-41 - 37) / -7.6,10.2631578947
834,4.4 * 13,57.2
835,5.3 + -1.4,3.9
836,7 + -5.2,1.8
837,-37 / -2,18.5
838,(-15 / -1.6) + 8.9,18.275
839,(-9.6 / -32) - -4.2,4.5
840,0.1 / (-4.1 / -11),0.2682926829
841,-9.3 / (44 - 8),-0.2583333333
842,(-9 / -3.5) - 24,-21.4285714286
843,-39 * (31 * 9.2),-11122.8
844,-19 + (-36 * -6.6),218.6
845,(26 + -5) + 43,64
846,6.7 * -1.8,-12.06
847,(-27 / -40) - -5.3,5.975
848,-44 + -8.7,-52.7
849,-34 + (39 - 1),4
850,2.4 - (32 / 1),-29.6
851,9.5 / (-9 * 1.4),-0.753968254
852,31 + (-7.5 * -47),383.5
853,(7 + 4.5) + 9.2,20.7
854,-7 * (-7 + -23),210
855,-17 - (10 / 40),-17.25
856,-35 + -15,-50
857,-26 / 36,-0.7222222222
858,-35 + (41 / -15),-37.7333333333
859,24 - 2,22
860,-23 / (5.9 * -26),0.149934811
861,25 + (-41 - 43),-59
862,(35 - 2) - -12,45
863,(-44 / -10) / 9.5,0.4631578947
864,(10 * -37) - -14,-356
865,7.6 + (-45 - -23),-14.4
866,(-13 + 1.6) * -29,330.6
867,(24 + -10) * -4,-56
868,-18 * -20,360
869,-44 / 2.5,-17.6
870,(-1 * 41) - 49,-90
871,-46 - (-27 - 44),25
872,37 / -24,-1.5416666667
873,-48 / -6.1,7.868852459
874,-10 - (-27 * 23),611
875,(12 + 6.6) * 43,799.8
876,-18 + -19,-37
877,-2.9 / -2,1.45
878,-1.2 * 9.8,-11.76
879,(45 / 9.4) / 7.6,0.6298992161
880,-19 - (-38 * -7.1),-288.8
881,(34 / -6.7) * 29,-147.1641791045
882,9.1 * -8.8,-80.08
883,(-22 + -49) - 25,-96
884,(-24 - -26) - -23,25
885,2.3 / (1 - 16),-0.1533333333
886,-6.8 * 37,-251.6
887,-27 * 1,-27
888,(29 * -7.4) / -2.2,97.5454545455
889,-17 - 3.7,-20.7
890,(-46 - 20) * -16,1056
891,26 + (33 / -9),22.3333333333
892,(1 + -1.3) * 30,-9
893,-30 / (-7 - 6.3),2.2556390977
894,4.4 - (-8.7 / 2.5),7.88
895,(-1.6 - -6.3) + 41,45.7
896,4.4 * (-9.4 * -8),330.88
897,-6 - 2,-8
898,(-14 * 9.3) * -19,2473.8
899,9 * (-17 + 13),-36
900,4.3 - 3,1.3
901,-8 - (5.1 / 42),-8.1214285714
902,(-20 * 8) - 2.9,-162.9
903,13 - (34 * 2.9),-85.6
904,4 - (4.6 - -0.5),-1.1
905,(-3.4 + 32) + 26,54.6
906,-2.4 * -16,38.4
907,(23 * 16) - -31,399
908,-16 + (3.3 / -10),-16.33
909,-2.2 / -2,1.1
910,(47 + 13) / 0.4,150
911,1 + 48,49
912,(-37 - 0.4) - 7.2,-44.6
913,-5.7 * -9.7,55.29
914,34 + (-2 / -31),34.064516129
915,-20 * -24,480
916,-5.6 + (-5.7 * -3.9),16.63
917,(-6 / -16) / 9.7,0.0386597938
918,(-44 - 27) / 30,-2.3666666667
919,-17 / (7.4 + -16),1.976744186
920,(6.5 + 18) / -9,-2.7222222222
921,-31 - (48 / 7.7),-37.2337662338
922,2 - (-10 - -1.1),10.9
923,(1.3 + 43) - -6,50.3
924,29 - (-41 - -9.1),60.9
925,(-41 + -32) + 3,-70
926,-25 * (39 * 5),-4875
927,(19 * 32) + -4,604
928,(16 + 5.3) + 10,31.3
929,-9.4 / (-6.9 * 29),0.0469765117
930,36 * (8 / 26),11.0769230769
931,-5.5 / (-2 / -37),-101.75
932,(5 * 7.2) + 3.3,39.3
933,-8.4 * (-26 + 18),67.2
934,2.2 - -4.2,6.4
935,-7.1 / -8,0.8875
936,-7.3 - (31 / 3),-17.6333333333
937,(7.7 / -48) / -1,0.1604166667
938,5.3 / (15 * -5),-0.0706666667
939,(-2 + 32) + -44,-14
940,(20 / 15) + 22,23.3333333333
941,(-9.2 * -2.7) * 4.9,121.716
942,8.5 * -50,-425
943,(-7.3 + 24) - 2.4,14.3
944,43 - 25,18
945,3 * 5.5,16.5
946,-0.6 - 21,-21.6
947,-8 + 2.1,-5.9
948,38 / -11,-3.4545454545
949,-6.6 / 9,-0.7333333333
950,(0.8 * -2.8) * -7.7,17.248
951,(-45 * -31) / 13,107.3076923077
952,44 * (44 + 27),3124
953,(-1.9 + -4) + 9.7,3.8
954,38 / (19 / 6.6),13.2
955,(-49 - 3) - 8.7,-60.7
956,-30 * -42,1260
957,-1.2 * (-2.6 + -6),10.32
958,-4.9 + (-9.2 - 29),-43.1
959,-13 / -0.4,32.5
960,(4.3 + -29) / 7.5,-3.2933333333
961,(28 * 8) * -47,-10528
962,1.7 + (-1.9 * 4.4),-6.66
963,10 - 33,-23
964,(34 / -48) + 46,45.2916666667
965,35 + (-48 * -39),1907
966,1.3 - (-10 + -3.5),14.8
967,(-6.3 + -30) + -26,-62.3
968,31 + 3.4,34.4
969,(-32 - -4.7) * -0.8,21.84
970,-4.6 - -41,36.4
971,(-7 + -13) + -2,-22
972,21 * (11 / -0.5),-462
973,-1 - 7,-8
974,7.9 - -1,8.9
975,-13 + (21 / -7.3),-15.8767123288
976,48 - (-1.7 + -19),68.7
977,5 + -4.9,0.1
978,(-19 - 0.4) + -0.7,-20.1
979,4.6 / (6.6 * -6.7),-0.1040253279
980,(50 + -46) - 44,-40
981,35 * -46,-1610
982,(31 - -6.2) / -3,-12.4
983,(-21 * -4.3) / -28,-3.225
984,(-2.8 / 10) * 9.6,-2.688
985,50 - -23,73
986,-5.6 * (-47 + 9),212.8
987,5.2 / 8,0.65
988,-8.3 * -42,348.6
989,(0.4 - 4.2) + -33,-36.8
990,8.6 / (36 + -44),-1.075
991,-19 * -45,855
992,(-31 + -6) - 3.6,-40.6
993,(-5.6 + 2.7) / 42,-0.069047619
994,-26 / (-35 * 17),0.043697479
995,-5.9 / (47 + 0.6),-0.1239495798
996,35 / -27,-1.2962962963
997,(-21 / 16) * 2,-2.625
998,-27 * 38,-1026
999,6.6 / (0.6 / 47),517
1000,-8 + -8,-16
